Track Name,Artist,Streams,URL,Number of Appearnaces in the Top 200
It's Beginning to Look a Lot like Christmas,Michael Bublé,25997383,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI,5
Paradise,Bazzi,4612024,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn,5
Señorita,Shawn Mendes,61224745,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,5
What Am I,Why Don't We,4654389,https://open.spotify.com/track/0TMGV2zMZXOILVtQLtkI3G,5
What Lovers Do,Maroon 5,4542159,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g,5
Falling Like The Stars,James Arthur,4811595,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY,5
No Sleep (feat. Bonn),Martin Garrix,5217770,https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B,5
Cruel Summer,Taylor Swift,4791908,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,5
PPP,Kevin Roldan,4644012,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS,5
Loco Contigo (with J. Balvin & Tyga),DJ Snake,17353639,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo,5
Time - Edit,NF,5131753,https://open.spotify.com/track/1gZFRYcPz3wKevEaNYRwfW,5
Vermissen (feat. Henning May),Juju,4492967,https://open.spotify.com/track/1SSzM044DUbVpYNNHWIhYJ,5
Bellaquita - Remix,Dalex,6647379,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA,5
"Hey Look Ma, I Made It",Panic! At The Disco,5415498,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa,5
Keanu Reeves,Logic,5784983,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK,5
Rockin' Around The Christmas Tree,Brenda Lee,24401078,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,5
Before You Go,Lewis Capaldi,11118310,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,5
I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,4576324,https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg,5
Baby,Amenazzy,4635298,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp,5
Blanco,J Balvin,6634766,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,5
SOLO,JENNIE,4606447,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,5
200 km/h,Apache 207,5059639,https://open.spotify.com/track/2wvLtM25eMpHK7hkidqte2,5
My Bad,Khalid,4813903,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb,5
Isis,Joyner Lucas,4613814,https://open.spotify.com/track/36TO60sxDduIsO3xH8IcUh,5
Imposible,Luis Fonsi,8431792,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm,5
Nice For What,Drake,4522504,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,5
All The Stars (with SZA),Kendrick Lamar,4410096,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,5
Jingle Bell Rock,Bobby Helms,24951120,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj,5
Lover (Remix) [feat. Shawn Mendes],Taylor Swift,5204680,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0,5
Contra La Pared,Sean Paul,7885122,https://open.spotify.com/track/3JjaofJ0lCeEsFSZqppzOp,5
The Bones,Maren Morris,4916017,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL,5
The Man,Taylor Swift,4936428,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,5
Love Me,Lil Tecca,5940488,https://open.spotify.com/track/3TLwAp3uX1nKsVxrDhNPOL,5
Sanctuary,Joji,5334440,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3,5
Into the Unknown,Idina Menzel,6626361,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W,5
I Don't Belong In This Club,Why Don't We,5168151,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx,5
Easy,Camila Cabello,5362236,https://open.spotify.com/track/46D0hYb1B7qiU33VtXt21W,5
Don't Stop Believin',Journey,4291180,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,5
Love Me,Lil Tecca,4608505,https://open.spotify.com/track/4e0FYxSROat25pH16zMTZI,5
11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,4774897,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4,5
Butterfly Doors,Lil Pump,4454286,https://open.spotify.com/track/4NdXQlDTzxbOMkzJGWFtz3,5
All Girls Are The Same,Juice WRLD,5795019,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,5
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,5247531,https://open.spotify.com/track/4wopYJ5wpYOM6ogm2Jugnw,5
Fine China,Future,5156543,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,5
Heartless,The Weeknd,13287186,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,5
Vete,Bad Bunny,15790535,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,5
Atrasadinha - Ao Vivo,Felipe Araújo,4382407,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,5
Lucky You (feat. Joyner Lucas),Eminem,4530257,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,5
110,Capital Bra,4564403,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC,5
Did It Again,Lil Tecca,6357650,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4,5
Not Ok,Kygo,4502276,https://open.spotify.com/track/6aoGtdWXBkYQ2O2wnyIz2x,5
Ransom,Lil Tecca,20825198,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0,5
MONOPOLY (with Victoria Monét),Ariana Grande,5873850,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P,5
8,Billie Eilish,4497335,https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r,5
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,4644156,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9,5
So Close,NOTD,5207190,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,5
Used To Love (with Dean Lewis),Martin Garrix,5379962,https://open.spotify.com/track/7pWK1kMgHy5lNNiIfuRbkP,5
Writing on the Wall (feat. Post Malone & Cardi B),French Montana,6597128,https://open.spotify.com/track/7x9nXsowok1JszkVztI5NI,5
Mistletoe,Justin Bieber,20802468,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA,5
Hot Shower,Chance the Rapper,4493780,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf,4
Do They Know It's Christmas? - 1984 Version,Band Aid,20283495,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf,4
Just Us (feat. SZA),DJ Khaled,5126395,https://open.spotify.com/track/0BnTBAGmr9FtYwkZrwKhwS,4
Trampoline,SHAED,4890458,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk,4
Turn Me On (feat. Vula),Riton,5226386,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9,4
Blinding Lights,The Weeknd,21948697,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,4
Best Part of Me (feat. YEBBA),Ed Sheeran,4320845,https://open.spotify.com/track/0VsGaRXR5WAzpu51unJTis,4
Focus (feat. 21 Savage),Bazzi,4669789,https://open.spotify.com/track/12iDo4Kdw9vA2X1lN3UTVu,4
Hear Me Calling,Juice WRLD,5098963,https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk,4
Feel Special,TWICE,4930249,https://open.spotify.com/track/14rWuS6yllHOdfZ8sZsZUj,4
Pa' Olvidarme De Ella,Piso 21,5183962,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh,4
My Bad,Khalid,10836343,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5,4
Watermelon Sugar,Harry Styles,13162182,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo,4
Ibiza,Ozuna,4361461,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp,4
Sleigh Ride,The Ronettes,13775457,https://open.spotify.com/track/1ODZGydlown4VesUP8HLJX,4
Have Yourself A Merry Little Christmas,Sam Smith,13271698,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K,4
Tilidin,Capital Bra,4821178,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ,4
Arcade,Duncan Laurence,5219743,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD,4
Driving Home for Christmas - 2019 Remaster,Chris Rea,18087297,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R,4
223's (feat. 9lokknine),YNW Melly,6051146,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,4
Sin Pijama,Becky G,4495173,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,4
A Thousand Bad Times,Post Malone,4877647,https://open.spotify.com/track/2J0NXdHr6MYvKDSxB7k3V2,4
Wieder Lila,Samra,4547192,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We,4
Baby,Quality Control,5660242,https://open.spotify.com/track/2nKYHpmwjLaEOXS3o7QMiz,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,12073931,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa,4
Soltera (Remix),Lunay,11802714,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza,4
Won't Be Late (feat. Drake),Swae Lee,4689482,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa,4
Love Me Less (feat. Quinn XCII),MAX,4538692,https://open.spotify.com/track/2tOOcDDYkh0PSjr6GwPEAJ,4
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,13453624,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg,4
Ransom (with Juice WRLD) - Remix,Lil Tecca,7044069,https://open.spotify.com/track/2WsuSYJNXGKXVYkHPnq2yp,4
Ela É do Tipo,MC Kevin o Chris,4310275,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP,4
Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,4751246,https://open.spotify.com/track/3H9GDhVVTlmFQSmpt51qiP,4
Underneath the Tree,Kelly Clarkson,17499772,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5,4
Christmas (Baby Please Come Home),Mariah Carey,11098239,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN,4
Blue Christmas,Elvis Presley,11774400,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ,4
Cherry Lady,Capital Bra,4767539,https://open.spotify.com/track/3r1cV21xPMkgCmxk8VqWOB,4
Shameless,Camila Cabello,5600143,https://open.spotify.com/track/3UYiU57SMiAS5LqolhHJw1,4
Fairytale of New York (feat. Kirsty MacColl),The Pogues,12259858,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,4
No Idea,Don Toliver,10982760,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,4
fake smile,Ariana Grande,4697243,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ,4
First Off (feat. Travis Scott),Future,5103514,https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG,4
The Archer,Taylor Swift,5320326,https://open.spotify.com/track/3Y7MHz19qCg1Pkxridtu1k,4
Happy Xmas (War Is Over) - Remastered 2010,John Lennon,21367029,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy,4
I Forgot That You Existed,Taylor Swift,4759568,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN,4
Con Calma - Remix,Daddy Yankee,4415723,https://open.spotify.com/track/4au7FRcgZzChASRYu279xH,4
Power is Power (feat. The Weeknd & Travis Scott),SZA,5369303,https://open.spotify.com/track/4cbdPT6uaBOgOQe3fLMofl,4
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,19911738,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts,4
Small Talk,Katy Perry,4739119,https://open.spotify.com/track/4NmE2ytXI8S2svTRSmEdpO,4
That's a Rack,Lil Uzi Vert,4932764,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO,4
The Christmas Song (Merry Christmas To You),Nat King Cole,16246584,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON,4
Light It Up (with Tyga & Chris Brown),Marshmello,4761060,https://open.spotify.com/track/4Q8aDd3H6LF8t4eY7So9O8,4
Merry Christmas Everyone,Shakin' Stevens,14691427,https://open.spotify.com/track/4rRIovg4TvxLUiUrpGI6lE,4
White Christmas,Bing Crosby,15643273,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW,4
Soldi,Mahmood,4914865,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3,4
Better When You're Gone,David Guetta,4844493,https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ,4
Red Room,Offset,4692976,https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq,4
wish you were gay,Billie Eilish,13000917,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,4
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,4880234,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth,4
Don't Worry Bout Me,Zara Larsson,4285673,https://open.spotify.com/track/507tQXutCPYNFkpOq8tmKF,4
"Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,7693694,https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l,4
Santa Claus Is Coming to Town,Michael Bublé,11844085,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7,4
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,4758934,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,4
Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,5105599,https://open.spotify.com/track/5MvLsT03RBp67RLoeISCdl,4
Harleys In Hawaii,Katy Perry,4678436,https://open.spotify.com/track/5nCthAh3jt4xKuLJAifAaR,4
Undrunk,FLETCHER,4887603,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d,4
Young Dumb & Broke,Khalid,4529277,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,4
Takeaway (feat. Lennon Stella),The Chainsmokers,5594233,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S,4
A Holly Jolly Christmas - Single Version,Burl Ives,13793327,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe,4
Somebody To Love - 2011 Mix,Queen,5141601,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,4
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,5675766,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,4
Fast,Juice WRLD,6068408,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ,4
Orphans,Coldplay,5525500,https://open.spotify.com/track/6muOWhMh7Tf0UFUtMDBhUR,4
Amor Genuino,Ozuna,4462073,https://open.spotify.com/track/6pK5edDoyrn4mWwRSVc2a5,4
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,12812932,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU,4
Holly Jolly Christmas,Michael Bublé,19721103,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE,4
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,4660952,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,4
Big Plans,Why Don't We,4838732,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq,4
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,4729105,https://open.spotify.com/track/6zegtH6XXd2PDPLvy1Y0n2,4
Love Me,Lil Tecca,6391710,https://open.spotify.com/track/7Aem1fAapTdGcHwAYyQYU4,4
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,17481418,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD,4
Envy Me,Calboy,4858841,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx,4
Feliz Navidad,José Feliciano,20300178,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS,4
Mine,Bazzi,4366487,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,4
Silence,Marshmello,4816154,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,4
Crushed Up,Future,4826305,https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41,4
Puntos Suspensivos,Piso 21,4366454,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv,3
Liar,Camila Cabello,6272327,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,3
Own It (feat. Ed Sheeran & Burna Boy),Stormzy,7493911,https://open.spotify.com/track/07s9NNOT0sZQp7TyolLLgu,3
Christmas (Baby Please Come Home),Darlene Love,12881481,https://open.spotify.com/track/0jiPKUSdsJNCxMPHjMqptk,3
Doin' Time,Lana Del Rey,4459113,https://open.spotify.com/track/0Oqc0kKFsQ6MhFOLBNZIGX,3
Project Dreams,Marshmello,4598019,https://open.spotify.com/track/0PowxVSTY2uh1CPc8EPKyX,3
Speechless (Full),Naomi Scott,4530199,https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR,3
All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,6797675,https://open.spotify.com/track/11o2y87vqODipLK98a1v34,3
Alone,Marshmello,4874010,https://open.spotify.com/track/12mGwph2YzDIlChtq3EdXP,3
7 rings,Ariana Grande,54381365,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,3
POPOPOP,Gambi,4979947,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM,3
Can We Kiss Forever?,Kina,4757977,https://open.spotify.com/track/1Av69kr9JitqPWo7WJLS5q,3
I'm Gonna Be,Post Malone,4628894,https://open.spotify.com/track/1ckLp8lCl8LipXI0ypX72m,3
Find U Again (feat. Camila Cabello),Mark Ronson,6595632,https://open.spotify.com/track/1HpzOCZbNWzxvvXfSGtSrX,3
Living Proof,Camila Cabello,4755572,https://open.spotify.com/track/1jg9clsGCDqOumfS0X5xm9,3
No Te Debí Besar,C. Tangana,4557569,https://open.spotify.com/track/1KdwnsWOvhM53vezy5ROuf,3
Cristina,Sebastian Yatra,4658035,https://open.spotify.com/track/1Kjer1JoWuJGNwGV6Pbgv1,3
Legends,Juice WRLD,6780914,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,3
Bones (feat. OneRepublic),Galantis,5690422,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv,3
Don't Know What To Do,BLACKPINK,4567552,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X,3
Ransom,Lil Tecca,10771061,https://open.spotify.com/track/1xbtojAZsQjOgiGdGX6ChU,3
Allergic,Post Malone,4697570,https://open.spotify.com/track/1YscJ7yVTlFxW3eF6pv5ba,3
MEGATRON,Nicki Minaj,4502811,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj,3
ROXANNE,Arizona Zervas,25479514,https://open.spotify.com/track/1ZPWWSwCkxKfqdp4H0RFCo,3
Wolke 10,MERO,4638924,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2,3
Hobby Hobby,MERO,4486631,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT,3
7 Minutes,Dean Lewis,4537103,https://open.spotify.com/track/2BkyYZmU4JuWW2sYi9EzpC,3
Combatchy (feat. MC Rebecca),Anitta,5236664,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw,3
Punto G,KAROL G,4461128,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b,3
Calling My Spirit,Kodak Black,4727806,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5,3
Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,4583385,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N,3
"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,4740528,https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S,3
2002,Sido,4482422,https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b,3
Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,4624522,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA,3
I Warned Myself,Charlie Puth,4605633,https://open.spotify.com/track/3707IBa4HnS3zDDoWfeUBl,3
Splashin,Rich The Kid,4521032,https://open.spotify.com/track/3KLo7ByvjCNyBrfz5DZ2mO,3
Think About You,Kygo,4595060,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P,3
Go Loko,YG,5462054,https://open.spotify.com/track/3SZqA7rQvROJsCbUu2v0xa,3
Family,The Chainsmokers,5453653,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL,3
No New Friends,Sia,4738902,https://open.spotify.com/track/3Y7a0typ6ik1KscmebXd6D,3
My Oh My (feat. DaBaby),Camila Cabello,14608943,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,3
Quizás,Rich Music LTD,7469556,https://open.spotify.com/track/4AjWbAwRpxk2worpjNH5CS,3
Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,4684580,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I,3
Everyday,Logic,4828395,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk,3
I THINK,"Tyler, The Creator",4605950,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t,3
Immortal,21 Savage,4851870,https://open.spotify.com/track/4IO8X9W69dIQe0EC5ALXhq,3
ghostin,Ariana Grande,5059403,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB,3
I.F.L.Y.,Bazzi,7994722,https://open.spotify.com/track/4R9ATNRRl1uth17i5qDCc0,3
Drugs & The Internet,Lauv,4402319,https://open.spotify.com/track/4SHhui9S7lFYGHXikfneGo,3
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,23257075,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh,3
Ne reviens pas,Gradur,5671183,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH,3
Out Of Love,Alessia Cara,4981003,https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb,3
Tough Love,Avicii,5688066,https://open.spotify.com/track/4XZxalvnG4Yo8YZLuiT1kV,3
Paper Rings,Taylor Swift,4755328,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,3
Lights Up,Harry Styles,9801120,https://open.spotify.com/track/5aJEh9Oqdz7PRLKTpH25pB,3
Olabilir,MERO,4450008,https://open.spotify.com/track/5b195aHKKd6oTr4f7DoRCo,3
LOYAL (feat. Drake),PARTYNEXTDOOR,5678936,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS,3
Mikrokosmos,BTS,4294750,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC,3
It's the Most Wonderful Time of the Year,Andy Williams,11746944,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN,3
Jenifer,Gabriel Diniz,4548197,https://open.spotify.com/track/5ixqGGFu0hdHfErdp32QwT,3
My Type,Saweetie,4392529,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9,3
Staring At The Sun (feat. SZA),Post Malone,4643074,https://open.spotify.com/track/5KE9b4x7Zj2A8XtbkqhqTe,3
Piece Of Your Heart,MEDUZA,8436545,https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD,3
No Es Justo,J Balvin,4387910,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,3
Hold Me While You Wait,Lewis Capaldi,4854629,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM,3
Mala Mía,Maluma,4594394,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh,3
Rewrite The Stars,Zac Efron,4315717,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,3
Babushka Boi,A$AP Rocky,4528938,https://open.spotify.com/track/643PW82aBMUa1FiWi5VQY7,3
Wieso tust Du dir das an?,Apache 207,4802708,https://open.spotify.com/track/6dNB3XdAzx7kTf5wa8Rg89,3
Press,Cardi B,4459599,https://open.spotify.com/track/6dPyzkyZwoj9LqjQXOFdVv,3
Look At Me!,XXXTENTACION,4342309,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,3
My Only Wish (This Year),Britney Spears,10688367,https://open.spotify.com/track/6id0KJ3XgvJLSzyMtHBj67,3
Call You Mine (feat. Bebe Rexha),The Chainsmokers,4450810,https://open.spotify.com/track/6IJTc8xo6XasOU8fpxMU57,3
Hasta Que Salga el Sol,Ozuna,4892216,https://open.spotify.com/track/6ofuqm2qLMi9lBFEF9mJMb,3
VALENTINO,24kGoldn,5365453,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q,3
Dile la Verdad,The Rudeboyz,4914256,https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE,3
Yes Indeed,Lil Baby,4761754,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,3
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,4432977,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,3
Cristina,Sebastian Yatra,4398695,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k,3
Somebody,Internet Money,4806583,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi,3
Juicy,Doja Cat,4624077,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp,3
No Guidance (feat. Drake),Chris Brown,14816185,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc,3
On My Way,Alan Walker,4392821,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI,3
Benzema,Capital Bra,4458789,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E,3
Mr. Brightside,The Killers,4452265,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,3
Who Do You Love,The Chainsmokers,8893446,https://open.spotify.com/track/7ql71hBakyMi0Lxiq3Mugs,3
Prinzessa,Capital Bra,5120311,https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP,3
CHopstix (with Travis Scott),ScHoolboy Q,4309492,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,2
Did It Again,Lil Tecca,5638357,https://open.spotify.com/track/01Qb6dN5suQNu87VJ1mIpf,2
SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,4733671,https://open.spotify.com/track/020wG4EHTwBy5h2rbpxqvK,2
Orphans,Coldplay,5402485,https://open.spotify.com/track/03T4ttRCiLXST6MZjeMwmR,2
Oye,TINI,4423615,https://open.spotify.com/track/09nSCeCs6eYfAIJVfye1CE,2
BROWN SKIN GIRL,Blue Ivy,4904291,https://open.spotify.com/track/0B3FovCVaGKS5w1FTidEUP,2
Jamais Vu,BTS,4668981,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa,2
NEW MAGIC WAND,"Tyler, The Creator",4544097,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf,2
I'll Be Home,Meghan Trainor,8947719,https://open.spotify.com/track/0lTurWECr2XL607eJAj1A3,2
The Box,Roddy Ricch,15387992,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2
