Track Name,Artist,Streams,URL,Number of Appearnaces in the Top 200
Trampoline (with ZAYN),SHAED,8427708,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k,13
Speechless (feat. Erika Sirola),Robin Schulz,4276795,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,13
Faucet Failure,Ski Mask The Slump God,4470365,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,13
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,5234720,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,13
NI BIEN NI MAL,Bad Bunny,4824380,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,13
In My Blood,Shawn Mendes,4638456,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,13
my strange addiction,Billie Eilish,4446572,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,13
bad guy (with Justin Bieber),Billie Eilish,4555450,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,13
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,5034351,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,13
Vossi Bop,Stormzy,4709270,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr,13
Vaina Loca,Ozuna,4553493,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,13
What I Like About You (feat. Theresa Rex),Jonas Blue,4423043,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ,13
Best Part (feat. Daniel Caesar),H.E.R.,4765358,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,13
Easier,5 Seconds of Summer,4553927,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,13
Let You Love Me,Rita Ora,4747231,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,13
Hot (feat. Gunna),Young Thug,4531585,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9,13
Sola,Manuel Turizo,4479118,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,13
Fantasias,Rauw Alejandro,11961686,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,13
BOP,DaBaby,12116981,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,13
Si Te Vas,Sech,6624118,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0,13
Liar,Camila Cabello,10190064,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,13
Si Supieras,Daddy Yankee,4563774,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,13
Saint-Tropez,Post Malone,4796769,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq,12
Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,4609242,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,12
Enemies (feat. DaBaby),Post Malone,4923299,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,12
when the party's over,Billie Eilish,9140544,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,12
Goteo,Duki,4788146,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B,12
Bad Bad Bad (feat. Lil Baby),Young Thug,4716595,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,12
"A Whole New World (End Title) - From ""Aladdin""",ZAYN,4733983,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,12
Ransom,Lil Tecca,9231216,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,12
Call You Mine,The Chainsmokers,4659894,https://open.spotify.com/track/1SNiXDwSilLujcYdvfqVpT,12
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,4442196,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,12
Taste (feat. Offset),Tyga,4520344,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt,12
"10,000 Hours (with Justin Bieber)",Dan + Shay,9606692,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,12
Mother's Daughter,Miley Cyrus,4343310,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr,12
HIGHEST IN THE ROOM,Travis Scott,15504648,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,12
Atrévete,Nicky Jam,4572753,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50,12
Ballin' (with Roddy Ricch),Mustard,8134473,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,12
Good as Hell,Lizzo,4661474,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR,12
Baila Conmigo (feat. Kelly Ruiz),Dayvi,4531022,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,12
Sixteen,Ellie Goulding,4867570,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd,12
xanny,Billie Eilish,4460486,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY,12
223's (feat. 9lokknine),YNW Melly,7999721,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI,12
Camelot,NLE Choppa,6057924,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,12
Ruin My Life,Zara Larsson,4601577,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,12
Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,4949532,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS,12
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,4533813,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL,12
Panini,Lil Nas X,15042259,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r,12
Bandit (with YoungBoy Never Broke Again),Juice WRLD,12730079,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,12
If I Can't Have You,Shawn Mendes,13712369,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,12
Fuck Love (feat. Trippie Redd),XXXTENTACION,4461589,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,12
The London (feat. J. Cole & Travis Scott),Young Thug,10438300,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx,12
Hollywood's Bleeding,Post Malone,4689780,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt,12
Call You Mine,The Chainsmokers,7007977,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,11
SLOW DANCING IN THE DARK,Joji,5366268,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,11
Happy Now,Kygo,4490992,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,11
Space Cadet (feat. Gunna),Metro Boomin,4561907,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,11
Un Año,Sebastian Yatra,4374627,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0,11
HP,Maluma,12729903,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,11
Nice To Meet Ya,Niall Horan,5551704,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H,11
Be Alright,Dean Lewis,9543751,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,11
Te Quemaste,Manuel Turizo,4608958,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC,11
Solo de Mi,Bad Bunny,5087761,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,11
I,Lil Skies,4610231,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,11
Quizas,Rich Music LTD,7484792,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe,11
RITMO (Bad Boys For Life),Black Eyed Peas,20797049,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,11
Noticed,Lil Mosey,4387848,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,11
Splashin,Rich The Kid,5529592,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,11
Bohemian Rhapsody - 2011 Mix,Queen,11677158,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,11
Just You and I,Tom Walker,4490386,https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,10
No Stylist (feat. Drake),French Montana,4571319,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,10
Juice,Lizzo,4703247,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl,10
Heaven,Avicii,4591775,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ,10
Lose You To Love Me,Selena Gomez,15112221,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,10
Ransom,Lil Tecca,25273589,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,10
Pa Mí - Remix,Dalex,13110898,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,10
You Need To Calm Down,Taylor Swift,10300170,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,10
Pure Water (with Migos),Mustard,4554360,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,10
Slide Away,Miley Cyrus,4391158,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf,10
Falling Down - Bonus Track,Lil Peep,4552652,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,10
Look Alive (feat. Drake),BlocBoy JB,4450155,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,10
Soltera,Lunay,4704775,https://open.spotify.com/track/4T4CZ3Q4z3GG7lU720YYhM,10
Qué Pena,Maluma,4832509,https://open.spotify.com/track/5099x34vBakWpGkHourFxP,10
Clout (feat. Cardi B),Offset,4672520,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd,10
Un Año,Sebastian Yatra,8348371,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp,10
Electricity (with Dua Lipa),Silk City,4508944,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,10
Te Soñé De Nuevo,Ozuna,4478019,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa,10
Que Tire Pa Lante,Daddy Yankee,8978660,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,10
Lose Control,MEDUZA,9307550,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,10
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,15428634,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,10
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,6769231,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,9
Last Hurrah,Bebe Rexha,4300634,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,9
MALA,6ix9ine,4586877,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,9
Antisocial (with Travis Scott),Ed Sheeran,4610063,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,9
La Boca - Remix,Mau y Ricky,4601495,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,9
Homicide (feat. Eminem),Logic,5237366,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd,9
Happier,Ed Sheeran,4541371,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,9
Aventura,Lunay,7520891,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,9
I Don't Care (with Justin Bieber),Ed Sheeran,34332695,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,9
Rodeo,Lil Nas X,4743539,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n,9
Swing,Danny Ocean,4431127,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6,9
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,4679222,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,9
BEBE,6ix9ine,4686778,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,9
Somebody To Love - 2011 Mix,Queen,4584400,https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI,9
I Love It (& Lil Pump),Kanye West,4465360,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,9
Soltera - Remix,Lunay,6542756,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z,9
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,4715184,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF,9
Look At Her Now,Selena Gomez,6028012,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m,9
Asesina - Remix,Brytiago,4704902,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,9
Good Thing (with Kehlani),Zedd,5415811,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU,9
Roller,Apache 207,7180823,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo,9
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,5055346,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p,9
Be Honest (feat. Burna Boy),Jorja Smith,5609139,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd,9
KIKA,6ix9ine,4440881,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,9
Ric Flair Drip (& Metro Boomin),Offset,4456575,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,9
Ya No Tiene Novio,Sebastian Yatra,4476609,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,9
I'm a Mess,Bebe Rexha,4617424,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,8
Outta My Head (with John Mayer),Khalid,4460060,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,8
All I Want for Christmas Is You,Mariah Carey,45828931,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,8
VALENTINO,24kGoldn,5717005,https://open.spotify.com/track/0c7K73roy6RW4ebDkf4yGh,8
Post Malone (feat. RANI),Sam Feldt,6522592,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU,8
La Boca,Mau y Ricky,5876196,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,8
Cuerpo en Venta,Noriel,4395525,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7,8
Ella Quiere Beber - Remix,Anuel AA,10287074,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,8
Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,4486084,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX,8
Whine Up,Nicky Jam,9164023,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0,8
Cuando Te Besé,Becky G,4603495,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,8
Rebota - Remix,Guaynaa,4718704,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,8
Behind Barz - Bonus,Drake,4924536,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR,8
Imposible,Luis Fonsi,4653695,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF,8
bury a friend,Billie Eilish,15334877,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,8
breathin,Ariana Grande,5039775,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,8
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,5618771,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk,8
God is a woman,Ariana Grande,4846033,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,8
Roller,Apache 207,5294595,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M,8
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,4814494,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,8
SOS,Avicii,18650866,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,8
Culpables,KAROL G,4800615,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,8
Don't Start Now,Dua Lipa,23474622,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,8
Mad Love,Mabel,6968362,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD,8
Walk Me Home,P!nk,6720883,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,8
HUMBLE.,Kendrick Lamar,4356197,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,8
YOSEMITE,Travis Scott,4936419,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,8
whoa (mind in awe),XXXTENTACION,4600707,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,8
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,4509819,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,8
Freaky,Tory Lanez,4461040,https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV,7
Heartless (feat. Morgan Wallen),Diplo,4743622,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt,7
F.N,Lil Tjay,5065364,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,7
Talk,Khalid,13779419,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,7
Feelings,Lauv,6771573,https://open.spotify.com/track/0y675KDleCZEudjoeL1sQQ,7
Mad Love,Mabel,4686130,https://open.spotify.com/track/0Zp10WiPeEi6EUJZvWcNT9,7
Who Do You Love,The Chainsmokers,9756430,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8,7
Bellacoso,Residente,4700661,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,7
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,4582727,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,7
Bola Rebola,Tropkillaz,4713985,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,7
needy,Ariana Grande,4825635,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,7
Woman Like Me (feat. Nicki Minaj),Little Mix,4522770,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,7
Die For Me (feat. Future & Halsey),Post Malone,4713961,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK,7
Last Christmas,Wham!,37725693,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,7
If the World Was Ending - feat. Julia Michaels,JP Saxe,5823372,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,7
Earth,Lil Dicky,5117603,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO,7
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,8684601,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,7
everything i wanted,Billie Eilish,21586527,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,7
Tal Vez,Paulo Londra,12487358,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0,7
Hope,The Chainsmokers,5484294,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,7
Lonely,Diplo,5487381,https://open.spotify.com/track/4fwo6czG5nvOQMzhOto1ya,7
FEFE,6ix9ine,4966515,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,7
NASA,Ariana Grande,4752224,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq,7
Outnumbered,Dermot Kennedy,4351571,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE,7
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,10875404,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,7
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,6216383,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de,7
Woah,Lil Baby,5834467,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,7
July,Noah Cyrus,5525805,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,7
Pop Out (feat. Lil Tjay),Polo G,10906247,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi,7
It's You,Ali Gatie,7685525,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,7
"Fire On Fire - From ""Watership Down""",Sam Smith,4833630,https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,7
Find U Again (feat. Camila Cabello),Mark Ronson,5563514,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf,7
Walk Me Home,P!nk,4438569,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo,7
Right Back (feat. A Boogie Wit Da Hoodie),Khalid,4981084,https://open.spotify.com/track/6PYnUsNEpYC7A4BS2sjw3L,7
BUTTERFLY EFFECT,Travis Scott,4433767,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4,7
Tusa,KAROL G,26024449,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,7
ilomilo,Billie Eilish,4368063,https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD,7
Undecided,Chris Brown,4662722,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,7
Moonlight,Gaullin,4391598,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW,6
Santa Tell Me,Ariana Grande,27506141,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,6
Wolves,Selena Gomez,4832601,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,6
listen before i go,Billie Eilish,4562249,https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE,6
imagine,Ariana Grande,6624088,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,6
F.N,Lil Tjay,6021144,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x,6
Trigger,Major Lazer,4890061,https://open.spotify.com/track/0Z26mbSHJ1dkUu7g9DDgif,6
On The Road (feat. Meek Mill & Lil Baby),Post Malone,4913941,https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2,6
Take Me Back to London (feat. Stormzy),Ed Sheeran,4383250,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0,6
Every Breath You Take,The Police,4311844,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,6
Up All Night,Khalid,5833683,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74,6
Bellaquita,Dalex,5156356,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ,6
Candy,Doja Cat,5755179,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be,6
BAD!,XXXTENTACION,4979813,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,6
Thunderclouds,Sia,4670833,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,6
monster,21 Savage,4801171,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,6
Be Alright,Dean Lewis,8070338,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k,6
bloodline,Ariana Grande,5066429,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,6
Lights Up,Harry Styles,16454034,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63,6
Follow God,Kanye West,6678278,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h,6
"thank u, next",Ariana Grande,22235996,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,6
Yellow Hearts,Ant Saunders,7445433,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,6
365,Zedd,4971009,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,6
Rebota,Guaynaa,4635986,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE,6
Amigos Con Derechos,Reik,5180624,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,6
Make It Right (feat. Lauv),BTS,4751305,https://open.spotify.com/track/314ZkcV7oLWG8yWE7LABvH,6
Nightmare,Halsey,4779295,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc,6
imagine,Ariana Grande,4914589,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow,6
Mean It,Lauv,7698556,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX,6
Everybody Dies In Their Nightmares,XXXTENTACION,4445287,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,6
All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,4529531,https://open.spotify.com/track/3O83h4LS797N23DpweeRAa,6
Treat You Better,Shawn Mendes,4490711,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,6
Cool,Jonas Brothers,5381660,https://open.spotify.com/track/3QmolSZqjjLksTUvZJ6pPS,6
Love Lies (with Normani),Khalid,4653028,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,6
Did It Again,Lil Tecca,4800237,https://open.spotify.com/track/4guBZjUyrGoHsTahO3IHdj,6
Jackie Chan,Tiësto,4593552,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,6
Panini - DaBaby Remix,Lil Nas X,4537202,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD,6
Falling,Trevor Daniel,25122335,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,6
CANGURO,WOS,4530050,https://open.spotify.com/track/4wyNKAZe82BNlp2lHiR1FX,6
On A Roll,Ashley O,6178610,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m,6
Surtada - Remix Brega Funk,Dadá Boladão,4405697,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r,6
Stuck In A Dream (feat. Gunna),Lil Mosey,9129591,https://open.spotify.com/track/5hDAT527wXWNBnJlujhuUs,6
Hola - Remix,Dalex,9153621,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,6
ROXANNE,Arizona Zervas,32309199,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,6
R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,4336329,https://open.spotify.com/track/6JqpFboOH2bq9pzaYbkKBn,6
The Less I Know The Better,Tame Impala,4402176,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,6
Make No Sense,YoungBoy Never Broke Again,4663271,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I,6
Ayy Macarena,Tyga,9989858,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,6
Good As Hell,Lizzo,7406782,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF,6
Nights Like This (feat. Ty Dolla $ign),Kehlani,4434371,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,6
Nights Like This (feat. Ty Dolla $ign),Kehlani,8946528,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B,6
bad idea,Ariana Grande,4485687,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,6
Stuck In A Dream (feat. Gunna),Lil Mosey,5814070,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ,6
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,5788109,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk,6
Lost in the Fire,Gesaffelstein,5998927,https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG,6
Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,4870297,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,5
Ransom (with Juice WRLD) - Remix,Lil Tecca,5699201,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q,5
Wow. - Remix,Post Malone,4315672,https://open.spotify.com/track/0fcq51a3gOI6gPvzc0YLsk,5
